"PERSON_ID","FULLNAME","DOB","CURRENT_HEIGHT","CURRENT_WEIGHT","SEASON_ID","SQUAD_NAME","POSITION_NAME","JUMPER_NO","CAREER_MATCHES_PRE_2018"
294828,"Josh Jenkins","1989-02-08",200,107,2018,"Adelaide Crows","Key Fwd",4,114
290797,"Alex Keath","1992-01-20",197,96,2018,"Adelaide Crows","Key Def",42,6
297473,"Jake Kelly","1995-01-21",190,91,2018,"Adelaide Crows","Gen Def",8,34
295103,"Riley Knight","1995-03-27",182,80,2018,"Adelaide Crows","Mid-Fwd",3,31
293222,"Rory Laird","1993-12-29",177,78,2018,"Adelaide Crows","Gen Def",29,101
270938,"Tom Lynch","1990-09-15",193,88,2018,"Adelaide Crows","Gen Fwd",27,106
250362,"David Mackay","1988-07-25",181,77,2018,"Adelaide Crows","Gen Def",14,185
297255,"Mitch McGovern","1994-10-11",191,89,2018,"Adelaide Crows","Key Fwd",41,36
997206,"Andrew McPherson","1999-06-20",186,86,2018,"Adelaide Crows","Gen Def",36,0
990882,"Wayne Milera","1997-09-14",185,84,2018,"Adelaide Crows","Gen Def",30,24
1000998,"Lachlan Murphy","1998-12-04",175,77,2018,"Adelaide Crows","Gen Fwd",44,0
297523,"Reilly O'Brien","1995-08-20",202,102,2018,"Adelaide Crows","Ruck",43,2
270296,"Andy Otten","1989-05-15",192,93,2018,"Adelaide Crows","Key Def",22,98
1000908,"Myles Poholke","1998-07-10",187,85,2018,"Adelaide Crows","Gen Fwd",10,0
294733,"Paul Seedsman","1992-01-22",190,84,2018,"Adelaide Crows","Wing",11,69
1000839,"Matthew Signorello","1998-10-30",186,82,2018,"Adelaide Crows","Mid",35,0
270963,"Rory Sloane","1990-03-17",182,82,2018,"Adelaide Crows","Mid",9,165
291748,"Brodie Smith","1992-01-14",189,87,2018,"Adelaide Crows","Gen Def",33,143
280934,"Daniel Talia","1991-10-02",197,99,2018,"Adelaide Crows","Key Def",12,146
280506,"Taylor Walker","1990-04-25",194,102,2018,"Adelaide Crows","Key Fwd",13,153
295964,"Patrick Wilson","1994-12-11",190,90,2018,"Adelaide Crows","Mid-Fwd",31,0
998268,"Jacob Allison","1998-04-16",195,90,2018,"Brisbane Lions","Gen Def",19,5
996059,"Harris Andrews","1996-12-11",201,100,2018,"Brisbane Lions","Key Def",31,58
1002312,"Zac Bailey","1999-09-23",181,85,2018,"Brisbane Lions","Mid-Fwd",33,0
1002351,"Connor Ballenden","1999-03-29",198,101,2018,"Brisbane Lions","Key Fwd",38,0
296214,"Jake Barrett","1995-11-08",183,84,2018,"Brisbane Lions","Gen Fwd",43,18
280863,"Ryan Bastinac","1991-06-22",186,82,2018,"Brisbane Lions","Wing",4,159
292035,"Claye Beams","1991-09-01",183,82,2018,"Brisbane Lions","Wing",17,54
271001,"Dayne Beams","1990-02-12",187,87,2018,"Brisbane Lions","Mid",9,147
294691,"Tom Bell","1991-06-13",188,102,2018,"Brisbane Lions","Mid-Fwd",7,71
998133,"Jarrod Berry","1998-02-05",192,89,2018,"Brisbane Lions","Mid",13,16
281329,"Rohan Bewick","1989-10-10",185,74,2018,"Brisbane Lions","Wing",8,100
990609,"Charlie Cameron","1994-07-05",180,78,2018,"Brisbane Lions","Gen Fwd",23,73
280918,"Allen Christensen","1991-05-19",176,80,2018,"Brisbane Lions","Gen Fwd",3,98
994047,"Cedric Cox","1997-08-19",183,83,2018,"Brisbane Lions","Gen Def",20,8
297406,"Tom Cutler","1995-02-20",192,89,2018,"Brisbane Lions","Wing",26,45
296270,"Liam Dawson","1996-01-23",189,89,2018,"Brisbane Lions","Key Def",24,18
290326,"Matt Eagles","1990-02-09",199,96,2018,"Brisbane Lions","Key Def",41,0
290810,"Jack Frost","1992-02-25",195,95,2018,"Brisbane Lions","Key Def",45,56
296269,"Darcy Gardiner","1995-09-22",192,90,2018,"Brisbane Lions","Key Def",27,62
999240,"Cian Hanley","1996-03-14",185,81,2018,"Brisbane Lions","Gen Def",11,0
1004863,"Mitchell Hinge","1998-06-26",190,89,2018,"Brisbane Lions","Gen Def",42,0
993953,"Eric Hipwood","1997-09-13",203,90,2018,"Brisbane Lions","Key Fwd",30,30
220047,"Luke Hodge","1984-06-15",185,92,2018,"Brisbane Lions","Gen Def",2,305
993946,"Ben Keays","1997-02-23",185,87,2018,"Brisbane Lions","Mid-Fwd",1,26
291548,"Ryan Lester","1992-08-26",191,85,2018,"Brisbane Lions","Gen Def",35,102
998105,"Corey Lyons","1998-05-31",181,83,2018,"Brisbane Lions","Mid",39,0
280763,"Stefan Martin","1986-11-17",198,103,2018,"Brisbane Lions","Ruck",12,136
993828,"Rhys Mathieson","1997-01-10",186,87,2018,"Brisbane Lions","Mid-Fwd",36,24
293603,"Sam Mayes","1994-05-20",187,84,2018,"Brisbane Lions","Gen Def",32,95
1000978,"Hugh McCluggage","1998-03-03",186,86,2018,"Brisbane Lions","Wing",6,18
1005521,"Oscar McInerney","1994-07-10",204,112,2018,"Brisbane Lions","Key Fwd",46,0
297504,"Daniel McStay","1995-06-24",195,98,2018,"Brisbane Lions","Key Fwd",25,60
294618,"Marco Paparone","1994-09-03",195,91,2018,"Brisbane Lions","Gen Def",22,55
1002347,"Jack Payne","1999-10-15",198,100,2018,"Brisbane Lions","Key Def",40,0
1002235,"Cam Rayner","1999-10-21",187,90,2018,"Brisbane Lions","Gen Fwd",16,0
271072,"Daniel Rich","1990-06-07",183,90,2018,"Brisbane Lions","Gen Def",10,165
297258,"Nicholas Robertson","1995-06-03",191,97,2018,"Brisbane Lions","Gen Def",18,47
290311,"Mitch Robinson","1989-06-07",184,88,2018,"Brisbane Lions","Mid-Fwd",5,149
993836,"Sam Skinner","1997-06-29",198,98,2018,"Brisbane Lions","Key Def",21,1
992752,"Archie Smith","1995-07-19",202,109,2018,"Brisbane Lions","Ruck",44,9
1002401,"Brandon Starcevich","1999-07-24",186,90,2018,"Brisbane Lions","Mid-Fwd",37,0
296211,"Lewis Taylor","1995-02-17",174,82,2018,"Brisbane Lions","Gen Fwd",28,85
291550,"Josh Walker","1992-11-12",197,98,2018,"Brisbane Lions","Key Def",14,60
998128,"Alex Witherden","1998-09-10",188,86,2018,"Brisbane Lions","Gen Def",29,9
1002244,"Toby Wooller","1999-03-16",193,89,2018,"Brisbane Lions","Key Fwd",34,0
261224,"Dayne Zorko","1989-02-09",175,78,2018,"Brisbane Lions","Mid",15,122
995121,"Ciaran Byrne","1994-12-06",187,88,2018,"Carlton","Gen Def",38,15
281124,"Levi Casboult","1990-03-15",199,103,2018,"Carlton","Key Fwd",41,94
990704,"Patrick Cripps","1995-03-18",195,93,2018,"Carlton","Mid",9,59
993795,"David Cuningham","1997-03-30",186,83,2018,"Carlton","Gen Def",28,11
270146,"Ed Curnow","1989-11-07",179,87,2018,"Carlton","Mid",35,122
996731,"Charlie Curnow","1997-02-03",192,95,2018,"Carlton","Key Fwd",30,27
1004912,"Tom De Koning","1999-07-16",203,94,2018,"Carlton","Key Fwd",12,0
295518,"Sam Docherty","1993-10-17",185,85,2018,"Carlton","Gen Def",15,92
1002256,"Paddy Dow","1999-10-16",187,82,2018,"Carlton","Mid-Fwd",2,0
999827,"Zac Fisher","1998-06-15",179,75,2018,"Carlton","Mid-Fwd",25,17
990424,"Jarrod Garlett","1996-05-03",181,75,2018,"Carlton","Gen Fwd",21,17
998622,"Jesse Glass-McCasker","1997-01-03",198,95,2018,"Carlton","Key Def",40,0
295445,"Nick Graham","1994-06-12",182,84,2018,"Carlton","Mid-Fwd",32,38
281078,"Liam Jones","1991-02-24",199,99,2018,"Carlton","Key Def",14,95
1001398,"Matthew Kennedy","1997-04-06",190,92,2018,"Carlton","Mid",7,19
998116,"Patrick Kerr","1998-07-31",196,97,2018,"Carlton","Key Fwd",36,0
291806,"Sam Kerridge","1993-04-26",187,87,2018,"Carlton","Wing",11,59
261299,"Matthew Kreuzer","1989-05-13",200,101,2018,"Carlton","Ruck",8,161
291544,"Jed Lamb","1992-10-19",181,83,2018,"Carlton","Gen Def",13,48
296439,"Darcy Lang","1995-11-21",182,82,2018,"Carlton","Mid-Fwd",16,44
992276,"Kym LeBois","1998-05-22",175,73,2018,"Carlton","Gen Fwd",42,0
261230,"Matthew Lobbe","1989-02-12",200,100,2018,"Carlton","Ruck",27,92
998226,"Harrison Macreadie","1998-04-11",198,91,2018,"Carlton","Key Def",26,8
298302,"Caleb Marchbank","1996-12-07",193,93,2018,"Carlton","Key Def",22,23
1010840,"Cillian McDaid","1997-08-14",186,84,2018,"Carlton","Gen Def",45,0
1000953,"Harry McKay","1997-12-24",204,100,2018,"Carlton","Key Fwd",10,2
291445,"Aaron Mullett","1992-02-23",184,82,2018,"Carlton","Gen Def",18,85
250105,"Marc Murphy","1987-07-19",180,80,2018,"Carlton","Mid",3,236
1002259,"Lochie O'Brien","1999-09-18",185,77,2018,"Carlton","Wing",4,0
290540,"Cameron O'Shea","1992-03-13",193,91,2018,"Carlton","Gen Def",24,81
994539,"Sam Petrevski-Seton","1998-02-19",182,80,2018,"Carlton","Gen Fwd",5,20
294068,"Andrew Phillips","1991-07-03",201,98,2018,"Carlton","Ruck",34,31
990423,"Jarrod Pickett","1996-08-18",178,80,2018,"Carlton","Gen Fwd",33,10
294624,"Lachie Plowman","1994-09-11",193,89,2018,"Carlton","Gen Def",20,60
998100,"Cameron Polson","1998-03-11",178,79,2018,"Carlton","Gen Fwd",29,1
260278,"Sam Rowe","1987-11-19",199,98,2018,"Carlton","Key Def",17,82
1004767,"Angus Schumacher","1999-03-16",192,83,2018,"Carlton","Gen Def",19,0
290790,"Matt Shaw","1992-02-05",187,85,2018,"Carlton","Gen Def",37,102
1001028,"Jack Silvagni","1997-12-17",194,89,2018,"Carlton","Gen Fwd",1,28
271433,"Alex Silvagni","1987-09-29",192,92,2018,"Carlton","Gen Def",44,60
230202,"Kade Simpson","1984-05-05",183,73,2018,"Carlton","Gen Def",6,286
240359,"Dale Thomas","1987-06-21",185,86,2018,"Carlton","Gen Def",39,218
993832,"Jacob Weitering","1997-11-23",196,99,2018,"Carlton","Key Def",23,42
998167,"Tom Williamson","1998-12-12",190,84,2018,"Carlton","Gen Def",31,15
261384,"Matthew Wright","1989-12-14",178,75,2018,"Carlton","Gen Fwd",46,138
291776,"Taylor Adams","1993-09-20",181,83,2018,"Collingwood","Mid",13,97
295067,"James Aish","1995-11-08",183,78,2018,"Collingwood","Wing",14,55
1005013,"Flynn Appleby","1999-01-21",187,86,2018,"Collingwood","Gen Def",31,0
280104,"Jarryd Blair","1990-04-14",174,80,2018,"Collingwood","Mid-Fwd",11,155
293035,"Tim Broomhead","1994-03-22",182,84,2018,"Collingwood","Mid-Fwd",29,35
1002770,"Callum L. Brown","1998-04-27",178,77,2018,"Collingwood","Mid-Fwd",17,5
1008171,"Tyler Brown","1999-12-09",188,79,2018,"Collingwood","Gen Def",34,0
998647,"Mason Cox","1991-03-14",211,108,2018,"Collingwood","Key Fwd",46,20
293871,"Jack Crisp","1993-10-02",190,89,2018,"Collingwood","Gen Def",25,84
993796,"Ben Crocker","1997-02-19",186,82,2018,"Collingwood","Gen Fwd",39,13
1005054,"Josh Daicos","1998-11-26",178,79,2018,"Collingwood","Gen Fwd",26,2
994185,"Jordan De Goey","1996-03-15",188,92,2018,"Collingwood","Gen Fwd",2,50
250548,"Lynden Dunn","1987-05-14",192,102,2018,"Collingwood","Key Def",15,182
293801,"Jamie Elliott","1992-08-21",178,78,2018,"Collingwood","Gen Fwd",5,89
290821,"Alex Fasolo","1992-06-08",179,84,2018,"Collingwood","Gen Fwd",1,100
260246,"Tyson Goldsack","1987-05-22",193,93,2018,"Collingwood","Key Def",6,161
270861,"Levi Greenwood","1989-02-19",181,86,2018,"Collingwood","Gen Def",19,119
293957,"Brodie Grundy","1994-04-15",203,105,2018,"Collingwood","Ruck",4,82
291720,"Will Hoskin-Elliott","1993-09-02",186,80,2018,"Collingwood","Gen Fwd",32,74
291313,"Jeremy Howe","1990-06-29",190,86,2018,"Collingwood","Gen Def",38,141
998797,"Kayle Kirby","1998-10-26",182,89,2018,"Collingwood","Gen Fwd",27,1
295444,"Tom Langdon","1994-06-09",190,85,2018,"Collingwood","Gen Def",8,57
1000960,"Max Lynch","1998-09-12",200,100,2018,"Collingwood","Ruck",45,0
1010841,"Jack Madgen","1993-04-25",192,95,2018,"Collingwood","Key Def",44,0
992010,"Brayden Maynard","1996-09-20",189,93,2018,"Collingwood","Gen Def",37,51
280416,"Chris Mayne","1988-11-02",188,82,2018,"Collingwood","Wing",16,175
998119,"Sam McLarty","1998-05-11",198,96,2018,"Collingwood","Key Fwd",23,0
291849,"Brody Mihocek","1993-02-04",192,98,2018,"Collingwood","Key Fwd",41,0
298288,"Darcy Moore","1996-01-25",203,101,2018,"Collingwood","Key Def",30,47
1005107,"Nathan Murphy","1999-12-15",190,85,2018,"Collingwood","Gen Def",28,0
1003620,"Sam Murray","1997-09-02",187,86,2018,"Collingwood","Gen Def",9,0
292048,"Adam Oxley","1992-11-01",193,85,2018,"Collingwood","Gen Def",43,31
260257,"Scott Pendlebury","1988-01-07",191,90,2018,"Collingwood","Mid",10,252
996487,"Tom Phillips","1996-05-07",187,80,2018,"Collingwood","Wing",21,24
240232,"Ben Reid","1989-04-29",196,98,2018,"Collingwood","Key Fwd",20,136
295012,"Matthew Scharenberg","1995-09-18",191,88,2018,"Collingwood","Gen Def",12,14
280965,"Steele Sidebottom","1991-01-02",184,84,2018,"Collingwood","Mid",22,185
1003029,"Brayden Sier","1997-12-12",191,90,2018,"Collingwood","Mid",36,0
294650,"Josh Smith","1994-01-02",181,77,2018,"Collingwood","Gen Fwd",40,31
1002240,"Jaidyn Stephenson","1999-01-15",188,75,2018,"Collingwood","Gen Fwd",35,0
290289,"Josh Thomas","1991-10-01",178,77,2018,"Collingwood","Gen Fwd",24,41
291790,"Adam Treloar","1993-03-09",182,89,2018,"Collingwood","Mid",7,122
250290,"Travis Varcoe","1988-04-10",180,86,2018,"Collingwood","Gen Fwd",18,185
230232,"Daniel Wells","1985-02-03",181,85,2018,"Collingwood","Gen Fwd",3,253
1001448,"Rupert Wills","1993-05-20",192,91,2018,"Collingwood","Mid",33,6
295599,"Patrick Ambrose","1991-09-01",191,93,2018,"Essendon","Key Def",29,60
294798,"Mark Baguley","1987-05-21",178,81,2018,"Essendon","Gen Fwd",12,104
1005721,"Josh Begley","1998-07-03",188,94,2018,"Essendon","Gen Fwd",16,3
261320,"Tom Bellchambers","1989-07-09",201,110,2018,"Essendon","Ruck",2,93
290622,"Mitch Brown","1990-08-28",196,91,2018,"Essendon","Key Fwd",28,40
998109,"Dylan Clarke","1998-09-06",188,86,2018,"Essendon","Mid",37,0
280988,"Travis Colyer","1991-08-24",173,75,2018,"Essendon","Mid-Fwd",32,79
294518,"Joe Daniher","1994-03-04",201,99,2018,"Essendon","Key Fwd",6,93
292025,"Matt Dea","1991-10-13",187,88,2018,"Essendon","Gen Def",49,58
1005577,"Sam Draper","1998-09-28",205,108,2018,"Essendon","Ruck",38,0
296334,"Orazio Fantasia","1995-09-14",180,72,2018,"Essendon","Gen Fwd",13,47
990816,"Aaron Francis","1997-08-10",193,92,2018,"Essendon","Key Def",10,5
297438,"Martin Gleeson","1994-08-25",190,84,2018,"Essendon","Gen Def",8,69
230084,"Brendon Goddard","1985-05-20",193,94,2018,"Essendon","Gen Def",9,312
290748,"Josh Green","1992-08-24",178,77,2018,"Essendon","Gen Fwd",15,98
996232,"Matt Guelfi","1997-08-14",184,81,2018,"Essendon","Wing",35,0
294077,"Michael Hartley","1993-06-07",199,100,2018,"Essendon","Key Def",36,37
290629,"Dyson Heppell","1992-05-14",189,85,2018,"Essendon","Mid",21,129
270588,"Cale Hooker","1988-10-13",197,104,2018,"Essendon","Key Def",26,153
1000057,"Jordan Houlahan","1999-02-19",186,81,2018,"Essendon","Gen Fwd",24,0
270935,"Michael Hurley","1990-06-01",193,91,2018,"Essendon","Key Def",18,140
298630,"Kyle Langford","1996-12-01",192,87,2018,"Essendon","Mid-Fwd",4,31
1010816,"Luke Lavender","1996-07-08",201,96,2018,"Essendon","Key Fwd",40,0
298280,"Jayden Laverde","1996-04-12",193,90,2018,"Essendon","Gen Fwd",33,23
250335,"Matthew Leuenberger","1988-06-07",203,103,2018,"Essendon","Ruck",22,135
298347,"Jake Long","1996-02-03",185,77,2018,"Essendon","Gen Fwd",34,3
294092,"Anthony McDonald-Tipungwuti","1993-04-22",171,78,2018,"Essendon","Gen Fwd",43,44
998102,"Andrew McGrath","1998-06-02",180,82,2018,"Essendon","Wing",1,21
997846,"Conor McKenna","1996-03-28",184,88,2018,"Essendon","Gen Def",45,33
280038,"Shaun McKernan","1990-09-01",198,98,2018,"Essendon","Key Fwd",44,52
294339,"Ben McNiece","1992-03-22",178,78,2018,"Essendon","Gen Def",41,2
295285,"Jackson Merrett","1993-02-27",184,84,2018,"Essendon","Gen Fwd",20,54
992016,"Zach Merrett","1995-10-03",179,83,2018,"Essendon","Mid",7,81
998212,"Kobe Mutch","1998-03-18",187,84,2018,"Essendon","Wing",19,0
261314,"David Myers","1989-06-30",191,89,2018,"Essendon","Mid",23,100
1004917,"Trent Mynott","1999-10-04",185,78,2018,"Essendon","Mid",39,0
993817,"Darcy Parish","1997-07-25",180,80,2018,"Essendon","Mid-Fwd",3,40
997078,"Mason Redman","1997-08-26",187,85,2018,"Essendon","Gen Def",27,3
1001026,"Jordan Ridley","1998-10-20",195,89,2018,"Essendon","Gen Def",14,0
295461,"Adam Saad","1994-07-23",178,76,2018,"Essendon","Gen Def",42,48
291771,"Devon Smith","1993-05-20",176,78,2018,"Essendon","Mid-Fwd",5,109
294654,"James Stewart","1994-03-04",199,99,2018,"Essendon","Key Fwd",17,34
293884,"Jake Stringer","1994-04-25",192,94,2018,"Essendon","Gen Fwd",25,89
270951,"David Zaharakis","1990-02-21",182,77,2018,"Essendon","Wing",11,170
1004034,"Brandon Zerk-Thatcher","1998-08-25",195,89,2018,"Essendon","Key Def",30,0
991917,"Michael Apeness","1995-01-28",200,105,2018,"Fremantle","Ruck",35,7
260069,"Hayden Ballantyne","1987-07-16",175,77,2018,"Fremantle","Gen Fwd",1,151
998180,"Bailey Banfield","1998-02-26",190,93,2018,"Fremantle","Mid-Fwd",41,0
291594,"Harley Bennell","1992-10-02",185,84,2018,"Fremantle","Mid",13,83
298450,"Connor Blakely","1996-03-02",189,88,2018,"Fremantle","Gen Def",19,33
1002232,"Andrew Brayshaw","1999-11-08",185,85,2018,"Fremantle","Mid",8,0
1002239,"Adam Cerra","1999-10-07",187,85,2018,"Fremantle","Mid-Fwd",5,0
997033,"Brennan Cox","1998-08-13",195,97,2018,"Fremantle","Key Fwd",36,10
1002353,"Mitch Crowden","1999-04-28",175,87,2018,"Fremantle","Gen Fwd",12,0
998145,"Sean Darcy","1998-06-12",203,113,2018,"Fremantle","Ruck",4,8
1002372,"Hugh Dixon","1999-02-26",195,98,2018,"Fremantle","Key Fwd",17,0
998115,"Taylin Duman","1998-04-18",192,81,2018,"Fremantle","Gen Def",44,0
291570,"Nat Fyfe","1991-09-18",191,93,2018,"Fremantle","Mid",7,138
1002354,"Stefan Giro","1999-03-10",176,79,2018,"Fremantle","Gen Fwd",42,0
993192,"Brady Grey","1995-07-20",182,86,2018,"Fremantle","Gen Fwd",28,17
295222,"Joel Hamling","1993-04-09",194,92,2018,"Fremantle","Key Def",21,45
280336,"Stephen Hill","1990-05-01",182,84,2018,"Fremantle","Gen Def",32,190
295584,"Bradley Hill","1993-07-09",179,82,2018,"Fremantle","Wing",9,117
996580,"Ethan Hughes","1994-12-07",188,88,2018,"Fremantle","Gen Def",15,24
230107,"Michael Johnson","1984-10-20",195,92,2018,"Fremantle","Key Def",37,231
296317,"Scott Jones","1995-05-20",205,115,2018,"Fremantle","Key Fwd",40,0
291949,"Shane Kersten","1993-03-15",191,91,2018,"Fremantle","Key Def",22,57
298264,"Ed Langdon","1996-02-01",182,78,2018,"Fremantle","Wing",26,25
997933,"Griffin Logue","1998-04-13",194,100,2018,"Fremantle","Key Def",2,13
290817,"Brandon Matera","1992-03-11",175,77,2018,"Fremantle","Gen Fwd",3,101
995192,"Cam McCarthy","1995-04-01",194,90,2018,"Fremantle","Key Fwd",23,40
1000980,"Lloyd Meek","1998-04-22",203,109,2018,"Fremantle","Ruck",30,0
240052,"David Mundy","1985-07-20",192,92,2018,"Fremantle","Mid-Fwd",16,272
293535,"Lachie Neale","1993-05-24",178,84,2018,"Fremantle","Mid",27,113
1003132,"Tom North","1999-02-14",185,86,2018,"Fremantle","Mid",24,0
298352,"Ryan Nyhuis","1996-09-06",189,89,2018,"Fremantle","Gen Def",43,4
298409,"Alex Pearce","1995-06-09",201,99,2018,"Fremantle","Key Def",25,21
250063,"Danyle Pearce","1986-04-07",178,79,2018,"Fremantle","Gen Def",6,255
998659,"Luke Ryan","1996-02-06",186,92,2018,"Fremantle","Gen Def",38,11
220096,"Aaron Sandilands","1982-12-06",211,119,2018,"Fremantle","Ruck",31,254
291792,"Tommy Sheridan","1993-10-28",187,82,2018,"Fremantle","Wing",11,68
240266,"Lee Spurr","1987-07-27",182,82,2018,"Fremantle","Gen Def",34,120
998192,"Luke Strnadica","1998-01-01",203,100,2018,"Fremantle","Ruck",45,0
290733,"Cam Sutcliffe","1992-05-23",186,87,2018,"Fremantle","Gen Fwd",33,100
992059,"Sam Switkowski","1996-11-20",179,74,2018,"Fremantle","Gen Fwd",39,0
293854,"Matt Taberner","1993-06-17",198,99,2018,"Fremantle","Key Fwd",20,53
993816,"Darcy Tucker","1997-01-23",185,85,2018,"Fremantle","Wing",18,31
281007,"Michael Walters","1991-01-07",176,79,2018,"Fremantle","Mid-Fwd",10,111
294125,"Nathan Wilson","1993-01-07",185,79,2018,"Fremantle","Gen Def",14,77
1005530,"Ryan Abbott","1991-06-25",200,98,2018,"Geelong Cats","Ruck",45,0
220001,"Gary Ablett","1984-05-14",182,87,2018,"Geelong Cats","Mid",4,302
293883,"Jed Bews","1993-12-14",186,91,2018,"Geelong Cats","Gen Def",24,50
291672,"Aaron Black","1990-11-29",192,85,2018,"Geelong Cats","Gen Def",23,54
296733,"Mark Blicavs","1991-03-28",198,102,2018,"Geelong Cats","Key Def",46,110
997770,"Wylie Buzza","1996-03-02",199,102,2018,"Geelong Cats","Key Fwd",12,6
298336,"Nakia Cockatoo","1996-10-23",186,92,2018,"Geelong Cats","Gen Fwd",5,32
1002242,"Charlie Constable","1999-05-18",192,86,2018,"Geelong Cats","Mid",18,0
292503,"Stewart Crameri","1988-08-10",190,98,2018,"Geelong Cats","Gen Fwd",36,99
298305,"Jordan Cunico","1996-05-07",185,80,2018,"Geelong Cats","Wing",31,1
270917,"Patrick Dangerfield","1990-04-05",189,92,2018,"Geelong Cats","Mid-Fwd",35,202
281065,"Mitch Duncan","1991-06-10",188,88,2018,"Geelong Cats","Mid",22,159
1002228,"Lachie Fogarty","1999-04-01",180,76,2018,"Geelong Cats","Gen Fwd",13,0
997501,"Ryan Gardner","1997-06-01",197,96,2018,"Geelong Cats","Key Fwd",20,0
296161,"Cory Gregson","1996-09-04",175,79,2018,"Geelong Cats","Gen Fwd",28,29
1004870,"Zach Guthrie","1998-06-30",187,82,2018,"Geelong Cats","Gen Def",39,9
290550,"Cameron Guthrie","1992-08-19",187,87,2018,"Geelong Cats","Gen Def",29,128
261510,"Tom Hawkins","1988-07-21",198,103,2018,"Geelong Cats","Key Fwd",26,211
994144,"Matthew Hayball","1997-03-12",186,78,2018,"Geelong Cats","Gen Def",15,0
270326,"Lachie Henderson","1989-12-14",196,97,2018,"Geelong Cats","Key Def",25,158
1000937,"Jack Henry","1998-08-29",192,91,2018,"Geelong Cats","Gen Def",38,0
293255,"George Horlin-Smith","1992-12-22",188,82,2018,"Geelong Cats","Mid",33,47
993625,"Timm House","1995-05-26",194,95,2018,"Geelong Cats","Key Def",30,0
998791,"Jamaine Jones","1998-09-29",176,80,2018,"Geelong Cats","Gen Fwd",41,0
295898,"Tim Kelly","1994-07-26",182,86,2018,"Geelong Cats","Mid-Fwd",11,0
296291,"Jake Kolodjashnij","1995-08-09",193,94,2018,"Geelong Cats","Key Def",8,47
293581,"Lincoln McCarthy","1993-10-22",177,82,2018,"Geelong Cats","Gen Fwd",6,27
294199,"Sam Menegola","1992-03-07",189,89,2018,"Geelong Cats","Mid-Fwd",27,30
291307,"Daniel Menzel","1991-09-13",188,89,2018,"Geelong Cats","Gen Fwd",10,60
1004938,"Gryan Miers","1999-03-30",179,81,2018,"Geelong Cats","Gen Fwd",32,0
295942,"Jordan Murdoch","1992-03-23",190,86,2018,"Geelong Cats","Mid-Fwd",21,92
999824,"Quinton Narkle","1997-12-03",182,83,2018,"Geelong Cats","Gen Fwd",19,0
1007102,"Mark O'Connor","1997-01-17",191,88,2018,"Geelong Cats","Gen Def",42,2
298419,"Brandan Parfitt","1998-04-27",180,79,2018,"Geelong Cats","Gen Fwd",3,15
993798,"James Parsons","1997-04-12",190,83,2018,"Geelong Cats","Gen Fwd",34,20
1002220,"Esava Ratugolea","1998-07-24",198,104,2018,"Geelong Cats","Key Fwd",17,0
270928,"Scott Selwood","1990-03-27",186,88,2018,"Geelong Cats","Wing",16,154
250321,"Joel Selwood","1988-05-26",183,84,2018,"Geelong Cats","Mid",14,249
